172.23.132.3 - - [05/Feb/2026:18:06:30 +0300] "GET / HTTP/1.1" 200 37 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:06:31 +0300] "GET /health HTTP/1.1" 200 2 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:07:36 +0300] "GET / HTTP/1.1" 200 37 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:07:36 +0300] "GET /health HTTP/1.1" 200 2 "-" "curl/7.81.0"
172.23.128.1 - - [05/Feb/2026:18:07:56 +0300] "GET /health HTTP/1.1" 200 2 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.132.3 - - [05/Feb/2026:18:08:59 +0300] "GET /api/backup/test HTTP/1.1" 404 207 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:13:59 +0300] "GET /health HTTP/1.1" 200 2 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:15:27 +0300] "GET /api/backup/test HTTP/1.1" 404 207 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:15:49 +0300] "GET / HTTP/1.1" 200 37 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:15:50 +0300] "GET /api/backup/test HTTP/1.1" 404 207 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:15:51 +0300] "POST /api/backup/run HTTP/1.1" 200 106 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:17:39 +0300] "GET /api/backup/test HTTP/1.1" 404 207 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:51:03 +0300] "GET /api/backup/test HTTP/1.1" 200 167 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:53:41 +0300] "GET / HTTP/1.1" 200 37 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:53:42 +0300] "GET /api/backup/test HTTP/1.1" 200 167 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:53:44 +0300] "POST /api/backup/run HTTP/1.1" 200 202 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:58:29 +0300] "GET / HTTP/1.1" 200 37 "-" "curl/7.81.0"
172.23.132.3 - - [05/Feb/2026:18:58:29 +0300] "GET /api/backup/test HTTP/1.1" 200 167 "-" "curl/7.81.0"
172.23.128.1 - - [05/Feb/2026:19:00:58 +0300] "GET /health HTTP/1.1" 200 2 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [05/Feb/2026:19:01:09 +0300] "GET /admin HTTP/1.1" 404 195 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.132.3 - - [06/Feb/2026:16:13:03 +0300] "GET /admin/ HTTP/1.1" 500 265 "-" "curl/7.81.0"
172.23.128.1 - - [06/Feb/2026:16:15:18 +0300] "GET / HTTP/1.1" 200 79 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:16:15:18 +0300] "GET /favicon.ico HTTP/1.1" 404 195 "http://backups.cubinez.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:16:15:30 +0300] "GET /admin HTTP/1.1" 308 251 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:16:15:30 +0300] "GET /admin/ HTTP/1.1" 500 265 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:16:26:18 +0300] "GET /admin/ HTTP/1.1" 500 265 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:16:26:20 +0300] "GET /admin/ HTTP/1.1" 500 265 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/ HTTP/1.1" 200 2249 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/bootstrap/bootstrap3/css/bootstrap-theme.min.css?v=3.3.5 HTTP/1.1" 200 23357 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/bootstrap/bootstrap3/swatch/default/bootstrap.min.css?v=3.3.5 HTTP/1.1" 200 122540 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/admin/css/bootstrap3/admin.css?v=1.1.1 HTTP/1.1" 200 2781 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/admin/css/bootstrap3/submenu.css HTTP/1.1" 200 364 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/bootstrap/bootstrap3/js/bootstrap.min.js?v=3.3.5 HTTP/1.1" 200 36816 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/vendor/moment.min.js?v=2.22.2 HTTP/1.1" 200 51679 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/vendor/jquery.min.js?v=3.5.1 HTTP/1.1" 200 89476 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/vendor/select2/select2.min.js?v=3.5.2 HTTP/1.1" 200 66596 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/admin/js/helpers.js?v=1.0.0 HTTP/1.1" 200 277 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:13 +0300] "GET /admin/static/bootstrap/bootstrap3/swatch/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028 "http://backups.cubinez.ru/admin/static/bootstrap/bootstrap3/swatch/default/bootstrap.min.css?v=3.3.5" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:26 +0300] "GET / HTTP/1.1" 200 79 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:32 +0300] "GET /api/backup/run HTTP/1.1" 405 153 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:38 +0300] "GET /api/backup/test HTTP/1.1" 200 167 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:06:49 +0300] "GET /api/backup/run HTTP/1.1" 405 153 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:08:01 +0300] "GET /health HTTP/1.1" 200 2 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:08:10 +0300] "GET /admin/backupconfig/ HTTP/1.1" 200 3740 "http://backups.cubinez.ru/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:08:10 +0300] "GET /admin/static/bootstrap/bootstrap3/swatch/default/bootstrap.min.css?v=3.3.5 HTTP/1.1" 304 0 "http://backups.cubinez.ru/admin/backupconfig/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:08:10 +0300] "GET /admin/static/bootstrap/bootstrap3/css/bootstrap-theme.min.css?v=3.3.5 HTTP/1.1" 304 0 "http://backups.cubinez.ru/admin/backupconfig/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
172.23.128.1 - - [06/Feb/2026:17:08:10 +0300] "GET /admin/static/admin/css/bootstrap3/admin.css?v=1.1.1 HTTP/1.1" 304 0 "http://backups.cubinez.ru/admin/backupconfig/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"
